发货前天数（实际）,发货前天数（计划）,每笔订单利润,销售额预测,每名客户销售额,装运状态,记录数,利润率,产品名称,利润,发货日期,国家,地区,城市,子类别,客户名称,折扣,数量,省/自治区,类别,细分,订单 ID,订单日期,邮寄方式,销售额
3,￥3,￥49,￥206,￥158,准时装运,1,31%,"Smead 盒, 工业",￥49,2017/1/12,中国,华东,青岛,收纳具,赵幂,0%,3,山东,办公用品,消费者,US-2017-2977814,2017/1/9,二级,￥158
2,￥3,￥596,"￥2,444","￥1,865",提前装运,1,32%,"Tenex 文件车, 金属",￥596,2018/9/19,中国,华东,徐州,收纳具,黄娜,0%,3,江苏,办公用品,消费者,CN-2018-5385461,2018/9/17,二级,"￥1,865"
5,￥3,￥25,￥467,￥357,延迟装运,1,7%,"Fellowes 文件夹, 金属",￥25,2017/9/7,中国,华东,三明,收纳具,刘立,0%,3,福建,办公用品,消费者,CN-2017-5844177,2017/9/2,二级,￥357
2,￥3,￥50,￥154,￥118,提前装运,1,43%,"Smead 可去除的标签, 可调",￥50,2016/4/21,中国,华东,淮南,标签,龙谦,0%,3,安徽,办公用品,消费者,CN-2016-3815654,2016/4/19,二级,￥118
5,￥3,￥3,￥213,￥163,延迟装运,1,2%,"Smead 运输标签, 白色",￥3,2018/5/4,中国,华东,烟台,标签,沈虢,0%,3,山东,办公用品,消费者,CN-2018-3530738,2018/4/29,二级,￥163
3,￥3,￥149,￥501,￥383,准时装运,1,39%,"Fiskars 开信刀, 钢",￥149,2015/1/29,中国,华东,上海,用品,韦实,0%,3,上海,办公用品,消费者,CN-2015-2698139,2015/1/26,二级,￥383
4,￥3,￥134,￥629,￥480,延迟装运,1,28%,"Elite 美工刀, 钢",￥134,2016/12/15,中国,华东,宿州,用品,龙廷,0%,3,安徽,办公用品,消费者,CN-2016-2900587,2016/12/11,二级,￥480
2,￥3,￥60,￥874,￥667,提前装运,1,9%,"Fiskars 大剪刀, 蓝色",￥60,2016/4/21,中国,华东,淮南,用品,龙谦,0%,3,安徽,办公用品,消费者,CN-2016-3815654,2016/4/19,二级,￥667
2,￥3,￥109,￥460,￥351,提前装运,1,31%,"Stiletto 开信刀, 锯齿状",￥109,2016/10/25,中国,华东,福州,用品,陶聪,0%,3,福建,办公用品,消费者,CN-2016-3706710,2016/10/23,二级,￥351
5,￥3,￥51,￥239,￥182,延迟装运,1,28%,"Advantus 图钉, 每包 12 个",￥51,2016/7/17,中国,华东,蚌埠,系固件,严恒,0%,3,安徽,办公用品,消费者,CN-2016-2584532,2016/7/12,二级,￥182
5,￥3,￥90,￥247,￥189,延迟装运,1,48%,"Eaton 羊皮纸, 优质",￥90,2016/11/4,中国,华东,上海,纸张,楚娟,0%,3,上海,办公用品,消费者,CN-2016-4173980,2016/10/30,二级,￥189
2,￥3,￥58,￥307,￥234,提前装运,1,25%,"SanDisk 羊皮纸, 优质",￥58,2018/6/25,中国,华东,上海,纸张,罗君,0%,3,上海,办公用品,消费者,CN-2018-2372663,2018/6/23,二级,￥234
5,￥3,￥15,￥487,￥372,延迟装运,1,4%,"Eaton 令, 优质",￥15,2018/11/21,中国,华东,大同,纸张,郝立,0%,3,安徽,办公用品,消费者,US-2018-4769676,2018/11/16,二级,￥372
2,￥3,￥265,￥829,￥633,提前装运,1,42%,"Eaton 信纸, 优质",￥265,2016/4/21,中国,华东,淮南,纸张,龙谦,0%,3,安徽,办公用品,消费者,CN-2016-3815654,2016/4/19,二级,￥633
2,￥3,￥265,￥829,￥633,提前装运,1,42%,"Eaton 信纸, 优质",￥265,2018/7/3,中国,华东,济南,纸张,邱丽,0%,3,山东,办公用品,消费者,CN-2018-5703090,2018/7/1,二级,￥633
2,￥3,￥85,￥862,￥658,提前装运,1,13%,"Enermax 信纸, 回收",￥85,2017/3/20,中国,华东,潍坊,纸张,潘磊,0%,3,山东,办公用品,消费者,CN-2017-5940390,2017/3/18,二级,￥658
2,￥3,￥33,￥482,￥368,提前装运,1,9%,"施乐 令, 回收",￥33,2017/9/19,中国,华东,烟台,纸张,罗婵,0%,3,山东,办公用品,消费者,CN-2017-2872339,2017/9/17,二级,￥368
5,￥3,￥36,￥521,￥397,延迟装运,1,9%,"Enermax 令, 回收",￥36,2017/4/23,中国,华东,扬州,纸张,邱升,0%,3,江苏,办公用品,消费者,CN-2017-3138910,2017/4/18,二级,￥397
2,￥3,￥96,￥372,￥284,提前装运,1,34%,"施乐 计划信息表, 回收",￥96,2015/9/11,中国,华东,上虞,纸张,潘博,0%,3,浙江,办公用品,消费者,CN-2015-3643443,2015/9/9,二级,￥284
4,￥3,￥104,￥358,￥273,延迟装运,1,38%,"Enermax 羊皮纸, 每包 12 个",￥104,2018/9/25,中国,华东,杭州,纸张,蒋宣,0%,3,浙江,办公用品,消费者,CN-2018-4839636,2018/9/21,二级,￥273
2,￥3,￥139,￥507,￥387,提前装运,1,36%,"Boston 记号笔, 金属",￥139,2017/3/20,中国,华东,潍坊,美术,潘磊,0%,3,山东,办公用品,消费者,CN-2017-5940390,2017/3/18,二级,￥387
3,￥3,￥49,￥916,￥699,准时装运,1,7%,"BIC 速写本, 金属",￥49,2018/12/1,中国,华东,晋江,美术,夏芯,0%,3,福建,办公用品,消费者,CN-2018-2151004,2018/11/28,二级,￥699
5,￥3,￥66,￥543,￥415,延迟装运,1,16%,"BIC 记号笔, 混合尺寸",￥66,2018/11/2,中国,华东,福州,美术,唐欢悦,0%,3,福建,办公用品,消费者,CN-2018-3122639,2018/10/28,二级,￥415
3,￥3,￥36,￥528,￥403,准时装运,1,9%,"Cardinal 打孔机, 实惠",￥36,2018/6/20,中国,华东,鹿城,装订机,潘惠,0%,3,安徽,办公用品,消费者,US-2018-1346492,2018/6/17,二级,￥403
5,￥3,￥9,￥108,￥83,延迟装运,1,11%,"Wilson Jones 标签, 透明",￥9,2017/8/13,中国,华东,临清,装订机,洪康,0%,3,山东,办公用品,消费者,CN-2017-2606671,2017/8/8,二级,￥83
4,￥3,￥31,￥241,￥184,延迟装运,1,17%,"Ibico 装订机盖, 透明",￥31,2018/2/14,中国,华东,青岛,装订机,赵强,0%,3,山东,办公用品,消费者,CN-2018-3867173,2018/2/10,二级,￥184
4,￥3,￥1,￥90,￥68,延迟装运,1,2%,"Wilson Jones 孔加固材料, 回收",￥1,2018/1/20,中国,华东,南昌,装订机,周康,0%,3,江西,办公用品,消费者,CN-2018-3127854,2018/1/16,二级,￥68
2,￥3,￥223,"￥2,087","￥1,593",提前装运,1,14%,"KitchenAid 烤面包机, 红色",￥223,2017/9/5,中国,华东,潍坊,器具,陈嫒,0%,4,山东,办公用品,消费者,CN-2017-4309040,2017/9/3,二级,"￥1,593"
5,￥3,￥307,"￥3,359","￥2,564",延迟装运,1,12%,"Fellowes 文件车, 单宽度",￥307,2016/7/17,中国,华东,蚌埠,收纳具,严恒,0%,4,安徽,办公用品,消费者,CN-2016-2584532,2016/7/12,二级,"￥2,564"
3,￥3,￥869,"￥5,177","￥3,951",准时装运,1,22%,"Rogers 锁柜, 单宽度",￥869,2015/5/1,中国,华东,南通,收纳具,徐君,0%,4,江苏,办公用品,消费者,CN-2015-2351493,2015/4/28,二级,"￥3,951"
2,￥3,￥426,"￥3,282","￥2,504",提前装运,1,17%,"Tenex 文件车, 单宽度",￥426,2015/6/24,中国,华东,常州,收纳具,谭乐,0%,4,江苏,办公用品,消费者,US-2015-2303851,2015/6/22,二级,"￥2,504"
5,￥3,￥128,￥598,￥456,延迟装运,1,28%,"Rogers 盒, 工业",￥128,2015/1/7,中国,华东,江口,收纳具,俞毅,0%,4,福建,办公用品,消费者,CN-2015-5525339,2015/1/2,二级,￥456
2,￥3,￥37,￥175,￥133,提前装运,1,28%,"Avery 圆形标签, 白色",￥37,2015/8/22,中国,华东,上海,标签,谭珊,0%,4,上海,办公用品,消费者,CN-2015-3555396,2015/8/20,二级,￥133
2,￥3,￥49,￥214,￥164,提前装运,1,30%,"Hon 合法证物标签, 可调",￥49,2015/8/22,中国,华东,上海,标签,谭珊,0%,4,上海,办公用品,消费者,CN-2015-3555396,2015/8/20,二级,￥164
5,￥3,￥46,￥163,￥124,延迟装运,1,37%,"Novimex 圆形标签, 耐用",￥46,2018/9/8,中国,华东,宁海,标签,戴武,0%,4,山东,办公用品,消费者,CN-2018-2810282,2018/9/3,二级,￥124
4,￥3,￥46,￥163,￥124,延迟装运,1,37%,"Novimex 圆形标签, 耐用",￥46,2018/2/14,中国,华东,青岛,标签,赵强,0%,4,山东,办公用品,消费者,CN-2018-3867173,2018/2/10,二级,￥124
2,￥3,￥8,￥263,￥200,提前装运,1,4%,"Avery 可去除的标签, 白色",￥8,2015/9/11,中国,华东,上虞,标签,潘博,0%,4,浙江,办公用品,消费者,CN-2015-3643443,2015/9/9,二级,￥200
2,￥3,￥4,￥190,￥145,提前装运,1,3%,"Novimex 可去除的标签, 可调",￥4,2015/9/24,中国,华东,洛阳,标签,韦锦,0%,4,福建,办公用品,消费者,CN-2015-2665116,2015/9/22,二级,￥145
4,￥3,￥273,￥732,￥558,延迟装运,1,49%,"Enermax 笔记本, 多色",￥273,2018/9/30,中国,华东,滁州,纸张,李丽丽,0%,4,安徽,办公用品,消费者,CN-2018-4839636,2018/9/26,二级,￥558
3,￥3,￥159,￥746,￥569,准时装运,1,28%,"施乐 令, 每包 12 个",￥159,2016/11/23,中国,华东,福州,纸张,邵绅,0%,4,福建,办公用品,消费者,CN-2016-1516102,2016/11/20,二级,￥569
2,￥3,￥132,￥787,￥601,提前装运,1,22%,"BIC 铅笔刀, 混合尺寸",￥132,2018/6/10,中国,华东,夏镇,美术,常明媚,0%,4,山东,办公用品,消费者,CN-2018-4815290,2018/6/8,二级,￥601
3,￥3,￥91,￥352,￥269,准时装运,1,34%,"Avery 装订机, 耐用",￥91,2015/1/29,中国,华东,上海,装订机,韦实,0%,4,上海,办公用品,消费者,CN-2015-2698139,2015/1/26,二级,￥269
2,￥3,￥109,￥713,￥544,提前装运,1,20%,"Cardinal 打孔机, 回收",￥109,2017/5/22,中国,华东,临沂,装订机,葛彩,0%,4,山东,办公用品,消费者,CN-2017-4114478,2017/5/20,二级,￥544
2,￥3,￥338,"￥1,343","￥1,025",提前装运,1,33%,"Ames 局间信封, 回收",￥338,2018/10/7,中国,华东,济南,信封,贺斯云,0%,5,山东,办公用品,消费者,CN-2018-5105254,2018/10/5,二级,"￥1,025"
4,￥3,￥111,￥376,￥287,延迟装运,1,39%,"GlobeWeis 搭扣信封, 银色",￥111,2016/5/6,中国,华东,松陵,信封,赵德伟,0%,5,江苏,办公用品,消费者,CN-2016-3815654,2016/5/2,二级,￥287
5,￥3,￥95,"￥1,380","￥1,053",延迟装运,1,9%,"Ames 局间信封, 每套 50 个",￥95,2016/7/4,中国,华东,义乌,信封,曾岱,0%,5,浙江,办公用品,消费者,CN-2016-1951831,2016/6/29,二级,"￥1,053"
2,￥3,￥167,￥535,￥408,提前装运,1,41%,"Smead 文件夹, 蓝色",￥167,2017/6/2,中国,华东,夏镇,收纳具,贾芳茵,0%,5,山东,办公用品,消费者,CN-2017-2642546,2017/5/31,二级,￥408
4,￥3,￥199,￥704,￥538,延迟装运,1,37%,"Rogers 盒, 金属",￥199,2017/12/3,中国,华东,聊城,收纳具,罗霖,0%,5,山东,办公用品,消费者,CN-2017-1658434,2017/11/29,二级,￥538
5,￥3,"￥1,322","￥4,330","￥3,305",延迟装运,1,40%,"Rogers 文件车, 单宽度","￥1,322",2015/11/23,中国,华东,泰兴,收纳具,邹伟,0%,5,江苏,办公用品,消费者,CN-2015-4443651,2015/11/18,二级,"￥3,305"
4,￥3,￥279,￥733,￥559,延迟装运,1,50%,"Rogers 盒, 蓝色",￥279,2018/8/7,中国,华东,杭州,收纳具,罗婵,0%,5,浙江,办公用品,消费者,US-2018-1388500,2018/8/3,二级,￥559
5,￥3,￥105,￥394,￥301,延迟装运,1,35%,"Harbour Creations 有色标签, 白色",￥105,2017/10/8,中国,华东,威海,标签,罗霖,0%,5,山东,办公用品,消费者,CN-2017-2244327,2017/10/3,二级,￥301
3,￥3,￥104,"￥1,136",￥867,准时装运,1,12%,"Fiskars 美工刀, 工业",￥104,2018/6/20,中国,华东,鹿城,用品,潘惠,0%,5,安徽,办公用品,消费者,US-2018-1346492,2018/6/17,二级,￥867
4,￥3,￥424,"￥1,425","￥1,088",延迟装运,1,39%,"Acme 大剪刀, 锯齿状",￥424,2018/2/14,中国,华东,青岛,用品,赵强,0%,5,山东,办公用品,消费者,CN-2018-3867173,2018/2/10,二级,"￥1,088"
2,￥3,￥83,￥731,￥558,提前装运,1,15%,"Enermax 计划信息表, 多色",￥83,2017/12/5,中国,华东,潍坊,纸张,蔡安,0%,5,山东,办公用品,消费者,CN-2017-1374105,2017/12/3,二级,￥558
3,￥3,￥197,￥998,￥762,准时装运,1,26%,"Enermax 笔记本, 每包 12 个",￥197,2015/10/10,中国,华东,青岛,纸张,俞晒明,0%,5,山东,办公用品,消费者,CN-2015-1730893,2015/10/7,二级,￥762
2,￥3,￥50,￥417,￥319,提前装运,1,16%,"Eaton 备忘录便条, 回收",￥50,2017/9/21,中国,华东,姜堰,纸张,贾君,0%,5,江苏,办公用品,消费者,CN-2017-1734605,2017/9/19,二级,￥319
2,￥3,￥142,￥745,￥568,提前装运,1,25%,"Binney & Smith 记号笔, 整包",￥142,2018/7/22,中国,华东,兖州,美术,严聪,0%,5,山东,办公用品,消费者,CN-2018-3798503,2018/7/20,二级,￥568
2,￥3,￥207,￥904,￥690,提前装运,1,30%,"Boston 记号笔, 混合尺寸",￥207,2018/10/7,中国,华东,济南,美术,贺斯云,0%,5,山东,办公用品,消费者,CN-2018-5105254,2018/10/5,二级,￥690
2,￥3,￥88,￥246,￥188,提前装运,1,47%,"Acco 标签, 透明",￥88,2016/11/1,中国,华东,厦门,装订机,邓惠,0%,5,福建,办公用品,消费者,CN-2016-3850588,2016/10/30,二级,￥188
2,￥3,"￥1,385","￥7,262","￥5,541",提前装运,1,25%,"Eldon 锁柜, 蓝色","￥1,385",2017/12/5,中国,华东,潍坊,收纳具,蔡安,0%,6,山东,办公用品,消费者,CN-2017-1374105,2017/12/3,二级,"￥5,541"
2,￥3,￥217,￥607,￥463,提前装运,1,47%,"Tenex 盒, 单宽度",￥217,2016/4/11,中国,华东,苏州,收纳具,罗霖,0%,6,江苏,办公用品,消费者,CN-2016-1135813,2016/4/9,二级,￥463
2,￥3,￥29,￥176,￥134,提前装运,1,22%,"Smead 圆形标签, 可调",￥29,2015/10/26,中国,华东,常熟市,标签,佘莲,0%,6,江苏,办公用品,消费者,CN-2015-3210061,2015/10/24,二级,￥134
4,￥3,￥73,￥966,￥738,延迟装运,1,10%,"施乐 令, 优质",￥73,2018/8/25,中国,华东,宜春,纸张,郝立勤,0%,6,江西,办公用品,消费者,CN-2018-3569535,2018/8/21,二级,￥738
3,￥3,￥27,￥257,￥196,准时装运,1,14%,"Ames 搭扣信封, 回收",￥27,2017/10/25,中国,华东,温州,信封,贺锦,0%,7,浙江,办公用品,消费者,CN-2017-1392177,2017/10/22,二级,￥196
5,￥3,￥357,"￥1,265",￥965,延迟装运,1,37%,"Jiffy 马尼拉纸信封, 红色",￥357,2017/9/7,中国,华东,三明,信封,刘立,0%,7,福建,办公用品,消费者,CN-2017-5844177,2017/9/2,二级,￥965
2,￥3,"￥3,258","￥8,896","￥6,788",提前装运,1,48%,"Fellowes 锁柜, 工业","￥3,258",2017/8/4,中国,华东,上海,收纳具,曹鹏,0%,7,上海,办公用品,消费者,CN-2017-2042105,2017/8/2,二级,"￥6,788"
3,￥3,￥147,￥552,￥421,准时装运,1,35%,"Harbour Creations 有色标签, 白色",￥147,2017/6/10,中国,华东,济南,标签,徐婵娟,0%,7,山东,办公用品,消费者,CN-2017-5591257,2017/6/7,二级,￥421
5,￥3,￥169,￥470,￥359,延迟装运,1,47%,"Novimex 运输标签, 白色",￥169,2015/4/12,中国,华东,温岭,标签,唐安,0%,7,浙江,办公用品,消费者,CN-2015-4217149,2015/4/7,二级,￥359
3,￥3,￥31,￥380,￥290,准时装运,1,11%,"Smead 文件夹标签, 白色",￥31,2016/11/23,中国,华东,福州,标签,邵绅,0%,7,福建,办公用品,消费者,CN-2016-1516102,2016/11/20,二级,￥290
2,￥3,￥206,"￥1,687","￥1,288",提前装运,1,16%,"Acme 美工刀, 工业",￥206,2018/6/25,中国,华东,上海,用品,罗君,0%,7,上海,办公用品,消费者,CN-2018-2372663,2018/6/23,二级,"￥1,288"
3,￥3,￥213,￥582,￥444,准时装运,1,48%,"Stockwell 橡皮筋, 混合尺寸",￥213,2018/6/20,中国,华东,鹿城,系固件,潘惠,0%,7,安徽,办公用品,消费者,US-2018-1346492,2018/6/17,二级,￥444
3,￥3,￥363,"￥2,265","￥1,729",准时装运,1,21%,"Ibico 订书机, 耐用",￥363,2015/9/1,中国,华东,平度,装订机,俞晒明,0%,7,山东,办公用品,消费者,CN-2015-1933544,2015/8/29,二级,"￥1,729"
2,￥3,￥29,￥276,￥211,提前装运,1,14%,"Ibico 孔加固材料, 透明",￥29,2016/11/1,中国,华东,厦门,装订机,邓惠,0%,7,福建,办公用品,消费者,CN-2016-3850588,2016/10/30,二级,￥211
3,￥3,￥356,"￥1,088",￥830,准时装运,1,43%,"Ames 外皮和封条, 红色",￥356,2015/9/1,中国,华东,义乌,信封,孙斯云,0%,8,浙江,办公用品,消费者,US-2015-2306215,2015/8/29,二级,￥830
2,￥3,￥150,"￥2,813","￥2,147",提前装运,1,7%,"Hamilton Beach 烤面包机, 红色",￥150,2017/9/5,中国,华东,潍坊,器具,陈嫒,0%,8,山东,办公用品,消费者,CN-2017-4309040,2017/9/3,二级,"￥2,147"
2,￥3,￥181,"￥1,136",￥867,提前装运,1,21%,"Tenex 文件夹, 蓝色",￥181,2017/6/6,中国,华东,上海,收纳具,康丽,0%,8,上海,办公用品,消费者,CN-2017-5278404,2017/6/4,二级,￥867
4,￥3,￥157,￥627,￥478,延迟装运,1,33%,"Hon 有色标签, 白色",￥157,2018/8/7,中国,华东,杭州,标签,罗婵,0%,8,浙江,办公用品,消费者,US-2018-1388500,2018/8/3,二级,￥478
3,￥3,￥357,"￥1,234",￥942,准时装运,1,38%,"SanDisk 计划信息表, 多色",￥357,2018/6/22,中国,华东,蓬莱,纸张,陈昌,0%,8,山东,办公用品,消费者,CN-2018-2662386,2018/6/19,二级,￥942
2,￥3,￥11,"￥1,503","￥1,147",提前装运,1,1%,"Eaton 笔记本, 每包 12 个",￥11,2018/2/13,中国,华东,苏州,纸张,陶德伟,0%,8,江苏,办公用品,消费者,CN-2018-5950580,2018/2/11,二级,"￥1,147"
4,￥3,￥266,"￥1,058",￥808,延迟装运,1,33%,"Stockwell 夹子, 整包",￥266,2018/1/6,中国,华东,巢湖,系固件,苏磊,0%,9,安徽,办公用品,消费者,CN-2018-5684742,2018/1/2,二级,￥808
2,￥3,￥761,"￥2,771","￥2,114",提前装运,1,36%,"Avery 订书机, 耐用",￥761,2015/11/17,中国,华东,福州,装订机,郝廉,0%,9,福建,办公用品,消费者,CN-2015-2312244,2015/11/15,二级,"￥2,114"
4,￥3,￥302,￥811,￥619,延迟装运,1,49%,"Jiffy 搭扣信封, 红色",￥302,2016/5/8,中国,华东,杭州,信封,邱梦,0%,11,浙江,办公用品,消费者,US-2016-4150614,2016/5/4,二级,￥619
3,￥3,￥302,"￥1,277",￥975,准时装运,1,31%,"Kleencut 剪刀, 锯齿状",￥302,2015/10/10,中国,华东,青岛,用品,俞晒明,0%,11,山东,办公用品,消费者,CN-2015-1730893,2015/10/7,二级,￥975
3,￥3,￥988,"￥3,706","￥2,828",准时装运,1,35%,"GlobeWeis 局间信封, 回收",￥988,2018/6/22,中国,华东,蓬莱,信封,陈昌,0%,13,山东,办公用品,消费者,CN-2018-2662386,2018/6/19,二级,"￥2,828"
2,￥3,(￥14),￥51,￥39,提前装运,1,-35%,"Elite 尺子, 蓝色",(￥14),2018/10/15,中国,华东,镇江,用品,赵幂,40%,1,江苏,办公用品,消费者,CN-2018-4015472,2018/10/13,二级,￥39
3,￥3,(￥75),￥450,￥343,准时装运,1,-22%,"Breville 咖啡研磨机, 黑色",(￥75),2017/6/27,中国,华东,杭州,器具,施菊,40%,2,浙江,办公用品,消费者,CN-2017-4167270,2017/6/24,二级,￥343
2,￥3,(￥27),￥85,￥65,提前装运,1,-42%,"Stiletto 尺子, 锯齿状",(￥27),2015/8/31,中国,华东,扬州,用品,潘健,40%,2,江苏,办公用品,消费者,US-2015-3954075,2015/8/29,二级,￥65
5,￥3,(￥54),￥280,￥214,延迟装运,1,-25%,"Kleencut 修剪器, 锯齿状",(￥54),2016/6/13,中国,华东,镇江,用品,潘磊,40%,2,江苏,办公用品,消费者,US-2016-4676940,2016/6/8,二级,￥214
2,￥3,(￥34),￥102,￥78,提前装运,1,-44%,"OIC 回形针, 每包 12 个",(￥34),2018/6/26,中国,华东,盐城,系固件,卢壁,40%,2,江苏,办公用品,消费者,US-2018-1435617,2018/6/24,二级,￥78
5,￥3,(￥7),￥33,￥25,延迟装运,1,-27%,"Wilson Jones 孔加固材料, 实惠",(￥7),2015/6/4,中国,华东,无锡,装订机,麦平,40%,2,江苏,办公用品,消费者,CN-2015-4230867,2015/5/30,二级,￥25
4,￥3,￥4,￥88,￥67,延迟装运,1,7%,"Cardinal 装订机盖, 实惠",￥4,2018/12/12,中国,华东,温州,装订机,薛关茵,40%,2,浙江,办公用品,消费者,US-2018-4386495,2018/12/8,二级,￥67
3,￥3,(￥155),￥717,￥547,准时装运,1,-28%,"Cuisinart 搅拌机, 白色",(￥155),2016/10/11,中国,华东,南通,器具,赵升,40%,3,江苏,办公用品,消费者,US-2016-5569845,2016/10/8,二级,￥547
4,￥3,(￥160),￥419,￥320,延迟装运,1,-50%,"Cuisinart 咖啡研磨机, 黑色",(￥160),2015/5/14,中国,华东,昆阳,器具,邓保,40%,3,浙江,办公用品,消费者,US-2015-3230180,2015/5/10,二级,￥320
4,￥3,(￥212),￥755,￥576,延迟装运,1,-37%,"KitchenAid 咖啡研磨机, 白色",(￥212),2018/9/25,中国,华东,杭州,器具,蒋宣,40%,3,浙江,办公用品,消费者,CN-2018-4839636,2018/9/21,二级,￥576
2,￥3,(￥133),￥434,￥331,提前装运,1,-40%,"Acme 美工刀, 工业",(￥133),2015/8/31,中国,华东,扬州,用品,潘健,40%,3,江苏,办公用品,消费者,US-2015-3954075,2015/8/29,二级,￥331
4,￥3,(￥37),￥414,￥316,延迟装运,1,-12%,"Stiletto 美工刀, 工业",(￥37),2018/11/10,中国,华东,枝城,用品,肖崆,40%,3,浙江,办公用品,消费者,CN-2018-2964244,2018/11/6,二级,￥316
3,￥3,(￥18),￥160,￥122,准时装运,1,-15%,"Advantus 按钉, 金属",(￥18),2018/5/15,中国,华东,徐州,系固件,楚杰,40%,3,江苏,办公用品,消费者,CN-2018-2720607,2018/5/12,二级,￥122
4,￥3,(￥54),￥185,￥141,延迟装运,1,-38%,"Accos 橡皮筋, 金属",(￥54),2016/12/22,中国,华东,宁海,系固件,邱荷,40%,3,浙江,办公用品,消费者,CN-2016-5631342,2016/12/18,二级,￥141
3,￥3,(￥57),￥148,￥113,准时装运,1,-50%,"Stockwell 按钉, 每包 12 个",(￥57),2017/10/25,中国,华东,温州,系固件,贺锦,40%,3,浙江,办公用品,消费者,CN-2017-1392177,2017/10/22,二级,￥113
3,￥3,(￥141),￥583,￥445,准时装运,1,-32%,"Ibico 订书机, 耐用",(￥141),2015/2/26,中国,华东,泰州,装订机,余雯,40%,3,江苏,办公用品,消费者,US-2015-1190387,2015/2/23,二级,￥445
